x y
3991.04260 1.65903e-17
3993.11600 1.66426e-17
3995.18950 1.69569e-17
3997.26290 1.72614e-17
3999.33640 1.74803e-17
4001.40990 1.76229e-17
4003.48330 1.82033e-17
4005.55680 1.82085e-17
4007.63030 1.85407e-17
4009.70370 1.86395e-17
4011.77720 1.88080e-17
4013.85070 1.88353e-17
4015.92410 1.91551e-17
4017.99760 1.92659e-17
4020.07100 1.92866e-17
4022.14450 1.94107e-17
4024.21800 1.98116e-17
4026.29140 1.99150e-17
4028.36490 2.01892e-17
4030.43840 2.03064e-17
4032.51180 2.00836e-17
4034.58530 1.99697e-17
4036.65870 2.02244e-17
4038.73220 2.03505e-17
4040.80570 2.03293e-17
4042.87910 1.98168e-17
4044.95260 1.95389e-17
4047.02610 1.95738e-17
4049.09950 1.95166e-17
4051.17300 1.96379e-17
4053.24650 1.95406e-17
4055.31990 1.94365e-17
4057.39340 1.94635e-17
4059.46680 1.96543e-17
4061.54030 1.99448e-17
4063.61380 2.02347e-17
4065.68720 2.03261e-17
4067.76070 2.03591e-17
4069.83420 2.04238e-17
4071.90760 2.03452e-17
4073.98110 2.03641e-17
4076.05450 2.02471e-17
4078.12800 2.02256e-17
4080.20150 2.03594e-17
4082.27490 2.04119e-17
4084.34840 2.02165e-17
4086.42190 1.99913e-17
4088.49530 2.01062e-17
4090.56880 2.01342e-17
4092.64230 2.02847e-17
4094.71570 2.04384e-17
4096.78920 2.05749e-17
4098.86260 2.07225e-17
4100.93610 2.08023e-17
4103.00960 2.05814e-17
4105.08300 2.05230e-17
4107.15650 2.03001e-17
4109.23000 2.02342e-17
4111.30340 2.03902e-17
4113.37690 2.04840e-17
4115.45030 2.06275e-17
4117.52380 2.05786e-17
4119.59730 2.05955e-17
4121.67070 2.05226e-17
4123.74420 2.07404e-17
4125.81770 2.10949e-17
4127.89110 2.10214e-17
4129.96460 2.09963e-17
4132.03810 2.11890e-17
4134.11150 2.10875e-17
4136.18500 2.09445e-17
4138.25840 2.10355e-17
4140.33190 2.10545e-17
4142.40540 2.07691e-17
4144.47880 2.06467e-17
4146.55230 2.03857e-17
4148.62580 2.04088e-17
4150.69920 2.04280e-17
4152.77270 2.05096e-17
4154.84610 2.04780e-17
4156.91960 2.05283e-17
4158.99310 2.06714e-17
4161.06650 2.09932e-17
4163.14000 2.09867e-17
4165.21350 2.11855e-17
4167.28690 2.11039e-17
4169.36040 2.11461e-17
4171.43390 2.13548e-17
4173.50730 2.16528e-17
4175.58080 2.17881e-17
4177.65420 2.19221e-17
4179.72770 2.18639e-17
4181.80120 2.20069e-17
4183.87460 2.19807e-17
4185.94810 2.21553e-17
4188.02160 2.21211e-17
4190.09500 2.21983e-17
4192.16850 2.25396e-17
4194.24200 2.26507e-17
4196.31540 2.28379e-17
4198.38890 2.29932e-17
4200.46230 2.31153e-17
4202.53580 2.33118e-17
4204.60930 2.33905e-17
4206.68270 2.33979e-17
4208.75620 2.36792e-17
4210.82970 2.37764e-17
4212.90310 2.40156e-17
4214.97660 2.40568e-17
4217.05000 2.41478e-17
4219.12350 2.41457e-17
4221.19700 2.42363e-17
4223.27040 2.44359e-17
4225.34390 2.46180e-17
4227.41740 2.47549e-17
4229.49080 2.45852e-17
4231.56430 2.45323e-17
4233.63780 2.45252e-17
4235.71120 2.45365e-17
4237.78470 2.43619e-17
4239.85810 2.41521e-17
4241.93160 2.40150e-17
4244.00510 2.38615e-17
4246.07850 2.37809e-17
4248.15200 2.38102e-17
4250.22550 2.36737e-17
4252.29890 2.36204e-17
4254.37240 2.35333e-17
4256.44580 2.33896e-17
4258.51930 2.32271e-17
4260.59280 2.31581e-17
4262.66620 2.28373e-17
4264.73970 2.27648e-17
4266.81320 2.26555e-17
4268.88660 2.24979e-17
4270.96010 2.24298e-17
4273.03360 2.24739e-17
4275.10700 2.24378e-17
4277.18050 2.24096e-17
4279.25390 2.22873e-17
4281.32740 2.21063e-17
4283.40090 2.20264e-17
4285.47430 2.20477e-17
4287.54780 2.18760e-17
4289.62130 2.19158e-17
4291.69470 2.17319e-17
4293.76820 2.17132e-17
4295.84160 2.16108e-17
4297.91510 2.14260e-17
4299.98860 2.13260e-17
4302.06200 2.13292e-17
4304.13550 2.11682e-17
4306.20900 2.10978e-17
4308.28240 2.09860e-17
4310.35590 2.08337e-17
4312.42940 2.06986e-17
4314.50280 2.05462e-17
4316.57630 2.03200e-17
4318.64970 2.02702e-17
4320.72320 2.02703e-17
4322.79670 2.01969e-17
4324.87010 2.02062e-17
4326.94360 2.01370e-17
4329.01710 2.00330e-17
4331.09050 1.99206e-17
4333.16400 1.99531e-17
4335.23740 1.99769e-17
4337.31090 2.00460e-17
4339.38440 2.01248e-17
4341.45780 2.01556e-17
4343.53130 2.01273e-17
4345.60480 2.02975e-17
4347.67820 2.04660e-17
4349.75170 2.05093e-17
4351.82520 2.06305e-17
4353.89860 2.06775e-17
4355.97210 2.07364e-17
4358.04550 2.08564e-17
4360.11900 2.09745e-17
4362.19250 2.10007e-17
4364.26590 2.11256e-17
4366.33940 2.12500e-17
4368.41290 2.16126e-17
4370.48630 2.17764e-17
4372.55980 2.19817e-17
4374.63320 2.22657e-17
4376.70670 2.24795e-17
4378.78020 2.25965e-17
4380.85360 2.27521e-17
4382.92710 2.28658e-17
4385.00060 2.30344e-17
4387.07400 2.30367e-17
4389.14750 2.31386e-17
4391.22100 2.31719e-17
4393.29440 2.33782e-17
4395.36790 2.35064e-17
4397.44130 2.36421e-17
4399.51480 2.37480e-17
4401.58830 2.39231e-17
4403.66170 2.40928e-17
4405.73520 2.41931e-17
4407.80870 2.42383e-17
4409.88210 2.43004e-17
4411.95560 2.44379e-17
4414.02900 2.44767e-17
4416.10250 2.46170e-17
4418.17600 2.48346e-17
4420.24940 2.50784e-17
4422.32290 2.53431e-17
4424.39640 2.56236e-17
4426.46980 2.59147e-17
4428.54330 2.62114e-17
4430.61680 2.64446e-17
4432.69020 2.67949e-17
4434.76370 2.69330e-17
4436.83710 2.71808e-17
4438.91060 2.74471e-17
4440.98410 2.76269e-17
4443.05750 2.78015e-17
4445.13100 2.79958e-17
4447.20450 2.81769e-17
4449.27790 2.83511e-17
4451.35140 2.86167e-17
4453.42490 2.87560e-17
4455.49830 2.88078e-17
4457.57180 2.89371e-17
4459.64520 2.90145e-17
4461.71870 2.89998e-17
4463.79220 2.88643e-17
4465.86560 2.88021e-17
4467.93910 2.89652e-17
4470.01260 2.89607e-17
4472.08600 2.90096e-17
4474.15950 2.88498e-17
4476.23290 2.87687e-17
4478.30640 2.85004e-17
4480.37990 2.83850e-17
4482.45330 2.82445e-17
4484.52680 2.81760e-17
4486.60030 2.80421e-17
4488.67370 2.79873e-17
4490.74720 2.77925e-17
4492.82070 2.76878e-17
4494.89410 2.74909e-17
4496.96760 2.73481e-17
4499.04100 2.71391e-17
4501.11450 2.69985e-17
4503.18800 2.68144e-17
4505.26140 2.66605e-17
4507.33490 2.65497e-17
4509.40840 2.63352e-17
4511.48180 2.59752e-17
4513.55530 2.58874e-17
4515.62870 2.58806e-17
4517.70220 2.57562e-17
4519.77570 2.58373e-17
4521.84910 2.58457e-17
4523.92260 2.58001e-17
4525.99610 2.57367e-17
4528.06950 2.56001e-17
4530.14300 2.56029e-17
4532.21650 2.54613e-17
4534.28990 2.54634e-17
4536.36340 2.54844e-17
4538.43680 2.52546e-17
4540.51030 2.53027e-17
4542.58380 2.52042e-17
4544.65720 2.51395e-17
4546.73070 2.50806e-17
4548.80420 2.50722e-17
4550.87760 2.49077e-17
4552.95110 2.49311e-17
4555.02450 2.47978e-17
4557.09800 2.46796e-17
4559.17150 2.45809e-17
4561.24490 2.46091e-17
4563.31840 2.45102e-17
4565.39190 2.44780e-17
4567.46530 2.44159e-17
4569.53880 2.45345e-17
4571.61230 2.47030e-17
4573.68570 2.47198e-17
4575.75920 2.48341e-17
4577.83260 2.49437e-17
4579.90610 2.50583e-17
4581.97960 2.52900e-17
4584.05300 2.56243e-17
4586.12650 2.57185e-17
4588.20000 2.59014e-17
4590.27340 2.59566e-17
4592.34690 2.60529e-17
4594.42030 2.61294e-17
4596.49380 2.62121e-17
4598.56730 2.63802e-17
4600.64070 2.65296e-17
4602.71420 2.67861e-17
4604.78770 2.69835e-17
4606.86110 2.70814e-17
4608.93460 2.73418e-17
4611.00810 2.75075e-17
4613.08150 2.76021e-17
4615.15500 2.78796e-17
4617.22840 2.83859e-17
4619.30190 2.86449e-17
4621.37540 2.88124e-17
4623.44880 2.90912e-17
4625.52230 2.91675e-17
4627.59580 2.92473e-17
4629.66920 2.93712e-17
4631.74270 2.96416e-17
4633.81610 2.98142e-17
4635.88960 2.99419e-17
4637.96310 3.01151e-17
4640.03650 3.01533e-17
4642.11000 3.01563e-17
4644.18350 3.03546e-17
4646.25690 3.04840e-17
4648.33040 3.05461e-17
4650.40390 3.05936e-17
4652.47730 3.06982e-17
4654.55080 3.06642e-17
4656.62420 3.08340e-17
4658.69770 3.08089e-17
4660.77120 3.08975e-17
4662.84460 3.09473e-17
4664.91810 3.10550e-17
4666.99160 3.12617e-17
4669.06500 3.14640e-17
4671.13850 3.15455e-17
4673.21200 3.17510e-17
4675.28540 3.19923e-17
4677.35890 3.20833e-17
4679.43230 3.21426e-17
4681.50580 3.22519e-17
4683.57930 3.23696e-17
4685.65270 3.25436e-17
4687.72620 3.25045e-17
4689.79970 3.24660e-17
4691.87310 3.23509e-17
4693.94660 3.22988e-17
4696.02000 3.23695e-17
4698.09350 3.24944e-17
4700.16700 3.26407e-17
4702.24040 3.27074e-17
4704.31390 3.28496e-17
4706.38740 3.30721e-17
4708.46080 3.30676e-17
4710.53430 3.31478e-17
4712.60780 3.32803e-17
4714.68120 3.32790e-17
4716.75470 3.33864e-17
4718.82810 3.34495e-17
4720.90160 3.34871e-17
4722.97510 3.35469e-17
4725.04850 3.35044e-17
4727.12200 3.34674e-17
4729.19550 3.34155e-17
4731.26890 3.33881e-17
4733.34240 3.33677e-17
4735.41580 3.32962e-17
4737.48930 3.30151e-17
4739.56280 3.30612e-17
4741.63620 3.28898e-17
4743.70970 3.27235e-17
4745.78320 3.25248e-17
4747.85660 3.23717e-17
4749.93010 3.21532e-17
4752.00360 3.20504e-17
4754.07700 3.20545e-17
4756.15050 3.19682e-17
4758.22390 3.17960e-17
4760.29740 3.17603e-17
4762.37090 3.16301e-17
4764.44430 3.16403e-17
4766.51780 3.15492e-17
4768.59130 3.14123e-17
4770.66470 3.12715e-17
4772.73820 3.11790e-17
4774.81160 3.10665e-17
4776.88510 3.10023e-17
4778.95860 3.09287e-17
4781.03200 3.07873e-17
4783.10550 3.05896e-17
4785.17900 3.05136e-17
4787.25240 3.04602e-17
4789.32590 3.02811e-17
4791.39940 3.01147e-17
4793.47280 2.98913e-17
4795.54630 2.98065e-17
4797.61970 2.97804e-17
4799.69320 2.98042e-17
4801.76670 2.97594e-17
4803.84010 2.96819e-17
4805.91360 2.95503e-17
4807.98710 2.94821e-17
4810.06050 2.94473e-17
4812.13400 2.92922e-17
4814.20740 2.91386e-17
4816.28090 2.90045e-17
4818.35440 2.89029e-17
4820.42780 2.87417e-17
4822.50130 2.85860e-17
4824.57480 2.84343e-17
4826.64820 2.82079e-17
4828.72170 2.79276e-17
4830.79520 2.79706e-17
4832.86860 2.78094e-17
4834.94210 2.74575e-17
4837.01550 2.71446e-17
4839.08900 2.68349e-17
4841.16250 2.65599e-17
4843.23590 2.64173e-17
4845.30940 2.60721e-17
4847.38290 2.57923e-17
4849.45630 2.57269e-17
4851.52980 2.55726e-17
4853.60320 2.54394e-17
4855.67670 2.54088e-17
4857.75020 2.51772e-17
4859.82360 2.50271e-17
4861.89710 2.49655e-17
4863.97060 2.49928e-17
4866.04400 2.50148e-17
4868.11750 2.49924e-17
4870.19100 2.49758e-17
4872.26440 2.50383e-17
4874.33790 2.51761e-17
4876.41130 2.54017e-17
4878.48480 2.54830e-17
4880.55830 2.56349e-17
4882.63170 2.58690e-17
4884.70520 2.60363e-17
4886.77870 2.61133e-17
4888.85210 2.63323e-17
4890.92560 2.65724e-17
4892.99900 2.67112e-17
4895.07250 2.70098e-17
4897.14600 2.73742e-17
4899.21940 2.78220e-17
4901.29290 2.81446e-17
4903.36640 2.85429e-17
4905.43980 2.89166e-17
4907.51330 2.93011e-17
4909.58680 2.97091e-17
4911.66020 3.00941e-17
4913.73370 3.05405e-17
4915.80710 3.08708e-17
4917.88060 3.12157e-17
4919.95410 3.16206e-17
4922.02750 3.20037e-17
4924.10100 3.23299e-17
4926.17450 3.27137e-17
4928.24790 3.29723e-17
4930.32140 3.33053e-17
4932.39490 3.36301e-17
4934.46830 3.39809e-17
4936.54180 3.39192e-17
4938.61520 3.40851e-17
4940.68870 3.43971e-17
4942.76220 3.46095e-17
4944.83560 3.48440e-17
4946.90910 3.50988e-17
4948.98260 3.52450e-17
4951.05600 3.54367e-17
4953.12950 3.56782e-17
4955.20290 3.57949e-17
4957.27640 3.60378e-17
4959.34990 3.63346e-17
4961.42330 3.65733e-17
4963.49680 3.69197e-17
4965.57030 3.72102e-17
4967.64370 3.74194e-17
4969.71720 3.77452e-17
4971.79070 3.80147e-17
4973.86410 3.82740e-17
4975.93760 3.84621e-17
4978.01100 3.87096e-17
4980.08450 3.89189e-17
4982.15800 3.90470e-17
4984.23140 3.92074e-17
4986.30490 3.92750e-17
4988.37840 3.92221e-17
4990.45180 3.92541e-17
4992.52530 3.93066e-17
4994.59870 3.93636e-17
4996.67220 3.93169e-17
4998.74570 3.93756e-17
5000.81910 3.92730e-17
5002.89260 3.91831e-17
5004.96610 3.90374e-17
5007.03950 3.88869e-17
5009.11300 3.86921e-17
5011.18650 3.85095e-17
5013.25990 3.83433e-17
5015.33340 3.81276e-17
5017.40680 3.78264e-17
5019.48030 3.75325e-17
5021.55380 3.72683e-17
5023.62720 3.70146e-17
5025.70070 3.68345e-17
5027.77420 3.66637e-17
5029.84760 3.63443e-17
5031.92110 3.60788e-17
5033.99450 3.58550e-17
5036.06800 3.55337e-17
5038.14150 3.52215e-17
5040.21490 3.49320e-17
5042.28840 3.47623e-17
5044.36190 3.45140e-17
5046.43530 3.42721e-17
5048.50880 3.40867e-17
5050.58230 3.38582e-17
5052.65570 3.36466e-17
5054.72920 3.35824e-17
5056.80260 3.35005e-17
5058.87610 3.35287e-17
5060.94960 3.35126e-17
5063.02300 3.34751e-17
5065.09650 3.34254e-17
5067.17000 3.34081e-17
5069.24340 3.34247e-17
5071.31690 3.35033e-17
5073.39030 3.36400e-17
5075.46380 3.36340e-17
5077.53730 3.36085e-17
5079.61070 3.36377e-17
5081.68420 3.36742e-17
5083.75770 3.36762e-17
5085.83110 3.37282e-17
5087.90460 3.38257e-17
5089.97810 3.38973e-17
5092.05150 3.38652e-17
5094.12500 3.39422e-17
5096.19840 3.39145e-17
5098.27190 3.39062e-17
5100.34540 3.38540e-17
5102.41880 3.38705e-17
5104.49230 3.38263e-17
5106.56580 3.39874e-17
5108.63920 3.40468e-17
5110.71270 3.40864e-17
5112.78610 3.40590e-17
5114.85960 3.39315e-17
5116.93310 3.38314e-17
5119.00650 3.37069e-17
5121.08000 3.35446e-17
5123.15350 3.35105e-17
5125.22690 3.35453e-17
5127.30040 3.34635e-17
5129.37390 3.33630e-17
5131.44730 3.32471e-17
5133.52080 3.29955e-17
5135.59420 3.29533e-17
5137.66770 3.27640e-17
5139.74120 3.25884e-17
5141.81460 3.24510e-17
5143.88810 3.23428e-17
5145.96160 3.22082e-17
5148.03500 3.20657e-17
5150.10850 3.20215e-17
5152.18190 3.18252e-17
5154.25540 3.17092e-17
5156.32890 3.15898e-17
5158.40230 3.15078e-17
5160.47580 3.13850e-17
5162.54930 3.12676e-17
5164.62270 3.11323e-17
5166.69620 3.10117e-17
5168.76970 3.09512e-17
5170.84310 3.08797e-17
5172.91660 3.07908e-17
5174.99000 3.08095e-17
5177.06350 3.06908e-17
5179.13700 3.07471e-17
5181.21040 3.08135e-17
5183.28390 3.08171e-17
5185.35740 3.08085e-17
5187.43080 3.08040e-17
5189.50430 3.09363e-17
5191.57780 3.09778e-17
5193.65120 3.08866e-17
5195.72470 3.08820e-17
5197.79810 3.09608e-17
5199.87160 3.10152e-17
5201.94510 3.10519e-17
5204.01850 3.10839e-17
5206.09200 3.11679e-17
5208.16550 3.13204e-17
5210.23890 3.14377e-17
5212.31240 3.13920e-17
5214.38580 3.13022e-17
5216.45930 3.12553e-17
5218.53280 3.12415e-17
5220.60620 3.16397e-17
5222.67970 3.16877e-17
5224.75320 3.16460e-17
5226.82660 3.16707e-17
5228.90010 3.17675e-17
5230.97360 3.17630e-17
5233.04700 3.17604e-17
5235.12050 3.17969e-17
5237.19390 3.17795e-17
5239.26740 3.18304e-17
5241.34090 3.18229e-17
5243.41430 3.18009e-17
5245.48780 3.17670e-17
5247.56130 3.17633e-17
5249.63470 3.18095e-17
5251.70820 3.18800e-17
5253.78160 3.19583e-17
5255.85510 3.19791e-17
5257.92860 3.20359e-17
5260.00200 3.19809e-17
5262.07550 3.20868e-17
5264.14900 3.21201e-17
5266.22240 3.21409e-17
5268.29590 3.22059e-17
5270.36940 3.22027e-17
5272.44280 3.22331e-17
5274.51630 3.22254e-17
5276.58970 3.23306e-17
5278.66320 3.24469e-17
5280.73670 3.24455e-17
5282.81010 3.26201e-17
5284.88360 3.25555e-17
5286.95710 3.25358e-17
5289.03050 3.25881e-17
5291.10400 3.26827e-17
5293.17740 3.28009e-17
5295.25090 3.27767e-17
5297.32440 3.27883e-17
5299.39780 3.29169e-17
5301.47130 3.29487e-17
5303.54480 3.30373e-17
5305.61820 3.32211e-17
5307.69170 3.32515e-17
5309.76520 3.35677e-17
5311.83860 3.39267e-17
5313.91210 3.39377e-17
5315.98550 3.40613e-17
5318.05900 3.41138e-17
5320.13250 3.42252e-17
5322.20590 3.43586e-17
5324.27940 3.44450e-17
5326.35290 3.41631e-17
5328.42630 3.41120e-17
5330.49980 3.41190e-17
5332.57320 3.42117e-17
5334.64670 3.42445e-17
5336.72020 3.42507e-17
5338.79360 3.44098e-17
5340.86710 3.45867e-17
5342.94060 3.46011e-17
5345.01400 3.45906e-17
5347.08750 3.46338e-17
5349.16100 3.46667e-17
5351.23440 3.47871e-17
5353.30790 3.49760e-17
5355.38130 3.50462e-17
5357.45480 3.50120e-17
5359.52830 3.51170e-17
5361.60170 3.51126e-17
5363.67520 3.51488e-17
5365.74870 3.52220e-17
5367.82210 3.52116e-17
5369.89560 3.53268e-17
5371.96900 3.53754e-17
5374.04250 3.53909e-17
5376.11600 3.54681e-17
5378.18940 3.55828e-17
5380.26290 3.57245e-17
5382.33640 3.58227e-17
5384.40980 3.58051e-17
5386.48330 3.58155e-17
5388.55680 3.58743e-17
5390.63020 3.59634e-17
5392.70370 3.60039e-17
5394.77710 3.59765e-17
5396.85060 3.60246e-17
5398.92410 3.60001e-17
5400.99750 3.60189e-17
5403.07100 3.60970e-17
5405.14450 3.61505e-17
5407.21790 3.62076e-17
5409.29140 3.62199e-17
5411.36480 3.60877e-17
5413.43830 3.61569e-17
5415.51180 3.59991e-17
5417.58520 3.57665e-17
5419.65870 3.57477e-17
5421.73220 3.57361e-17
5423.80560 3.57579e-17
5425.87910 3.56758e-17
5427.95260 3.56619e-17
5430.02600 3.56121e-17
5432.09950 3.55742e-17
5434.17290 3.55886e-17
5436.24640 3.56689e-17
5438.31990 3.56843e-17
5440.39330 3.56496e-17
5442.46680 3.56686e-17
5444.54030 3.56271e-17
5446.61370 3.55063e-17
5448.68720 3.55747e-17
5450.76070 3.56353e-17
5452.83410 3.55809e-17
5454.90760 3.56596e-17
5456.98100 3.55872e-17
5459.05450 3.54804e-17
5461.12800 3.55155e-17
5463.20140 3.56214e-17
5465.27490 3.55876e-17
5467.34840 3.55694e-17
5469.42180 3.55705e-17
5471.49530 3.55359e-17
5473.56870 3.55785e-17
5475.64220 3.55751e-17
5477.71570 3.55485e-17
5479.78910 3.56009e-17
5481.86260 3.56778e-17
5483.93610 3.57096e-17
5486.00950 3.56457e-17
5488.08300 3.54773e-17
5490.15650 3.54736e-17
5492.22990 3.55074e-17
5494.30340 3.54051e-17
5496.37680 3.53574e-17
5498.45030 3.53039e-17
5500.52380 3.53059e-17
5502.59720 3.52163e-17
5504.67070 3.51406e-17
5506.74420 3.50826e-17
5508.81760 3.49460e-17
5510.89110 3.48743e-17
5512.96450 3.48582e-17
5515.03800 3.47661e-17
5517.11150 3.47951e-17
5519.18490 3.48190e-17
5521.25840 3.47725e-17
5523.33190 3.48388e-17
5525.40530 3.47636e-17
5527.47880 3.46729e-17
5529.55230 3.48017e-17
5531.62570 3.49046e-17
5533.69920 3.47291e-17
5535.77260 3.47868e-17
5537.84610 3.48189e-17
5539.91960 3.48352e-17
5541.99300 3.48243e-17
5544.06650 3.48086e-17
5546.14000 3.48828e-17
5548.21340 3.49208e-17
5550.28690 3.49406e-17
5552.36030 3.50819e-17
5554.43380 3.50663e-17
5556.50730 3.50467e-17
5558.58070 3.51149e-17
5560.65420 3.51291e-17
5562.72770 3.51995e-17
5564.80110 3.52419e-17
5566.87460 3.52509e-17
5568.94810 3.52616e-17
5571.02150 3.52055e-17
5573.09500 3.52357e-17
5575.16840 3.52673e-17
5577.24190 3.54009e-17
5579.31540 3.53900e-17
5581.38880 3.53532e-17
5583.46230 3.54247e-17
5585.53580 3.55010e-17
5587.60920 3.55066e-17
5589.68270 3.54214e-17
5591.75610 3.53873e-17
5593.82960 3.54297e-17
5595.90310 3.54213e-17
5597.97650 3.53848e-17
5600.05000 3.53825e-17
5602.12350 3.53162e-17
5604.19690 3.53403e-17
5606.27040 3.53772e-17
5608.34390 3.52903e-17
5610.41730 3.53040e-17
5612.49080 3.53460e-17
5614.56420 3.53544e-17
5616.63770 3.53543e-17
5618.71120 3.52992e-17
5620.78460 3.53151e-17
5622.85810 3.52972e-17
5624.93160 3.53286e-17
5627.00500 3.53753e-17
5629.07850 3.52536e-17
5631.15190 3.53238e-17
5633.22540 3.53821e-17
5635.29890 3.52729e-17
5637.37230 3.52163e-17
5639.44580 3.52657e-17
5641.51930 3.51631e-17
5643.59270 3.51308e-17
5645.66620 3.50863e-17
5647.73970 3.50189e-17
5649.81310 3.50100e-17
5651.88660 3.49452e-17
5653.96000 3.49318e-17
5656.03350 3.49095e-17
5658.10700 3.47737e-17
5660.18040 3.46927e-17
5662.25390 3.46563e-17
5664.32740 3.46101e-17
5666.40080 3.45461e-17
5668.47430 3.45336e-17
5670.54780 3.44850e-17
5672.62120 3.44372e-17
5674.69470 3.43748e-17
5676.76810 3.43522e-17
5678.84160 3.42635e-17
5680.91510 3.42227e-17
5682.98850 3.41108e-17
5685.06200 3.40588e-17
5687.13550 3.40790e-17
5689.20890 3.40205e-17
5691.28240 3.39927e-17
5693.35580 3.39620e-17
5695.42930 3.39669e-17
5697.50280 3.39985e-17
5699.57620 3.40075e-17
