# OBJECT: AT2019zbv
# TELESCOPE: MMT
# INSTRUMENT: Binospec
# DATE-OBS: 2020-01-19
# MJD: 58867.38962
# EXPTIME: 1800
# SLIT: 1.0
# DISPERSER: 270
# SOURCE: FLEET
# FILTER: Clear
# FLUX_STANDARD: G191B2B
# EXTINCTION_CORRECTED: NO
# PHOTOMETRY_CALIBRATED: NO
# FLUX_UNITS: erg/cm2/s/A
# QUALITY: 
# COMMENT: 
Wavelength Flux Sigma
3.862624119000000064e+03 1.590896999999999925e-16 8.287857999999999338e-18
3.863909736999999950e+03 1.663193999999999934e-16 8.546516999999999341e-18
3.865195370999999795e+03 1.704970000000000073e-16 8.709209999999999590e-18
3.866481021999999939e+03 1.588761999999999990e-16 8.195792000000000000e-18
3.867766688000000158e+03 1.712079999999999906e-16 8.518843000000000270e-18
3.869052369999999883e+03 1.741163999999999897e-16 8.634455000000000175e-18
3.870338068999999905e+03 1.777167000000000090e-16 8.590205999999999325e-18
3.871623783000000003e+03 1.696624999999999984e-16 8.454845000000000250e-18
3.872909513999999945e+03 1.558270000000000075e-16 8.150093999999999336e-18
3.874195260999999846e+03 1.719120000000000017e-16 8.653735000000000276e-18
3.875481024000000161e+03 1.801795999999999992e-16 8.614414999999999779e-18
3.876766802999999982e+03 1.745749000000000000e-16 8.226163999999999271e-18
3.878052598000000216e+03 1.669389000000000077e-16 8.261711000000000520e-18
3.879338408999999956e+03 1.621025000000000047e-16 8.197404000000000358e-18
3.880624236999999994e+03 1.824644999999999892e-16 8.535934999999999254e-18
3.881910080000000107e+03 1.839637000000000097e-16 8.249019999999999267e-18
3.883195940000000064e+03 1.755217000000000049e-16 8.510789000000000174e-18
3.884481815000000097e+03 1.624159999999999900e-16 8.112078999999999620e-18
3.885767706999999973e+03 1.718988000000000116e-16 8.398914000000000143e-18
3.887053614999999809e+03 1.548531000000000007e-16 7.939904999999999507e-18
3.888339539000000059e+03 1.785548999999999927e-16 8.489612000000000182e-18
3.889625478999999814e+03 1.715269999999999964e-16 8.366925999999999385e-18
3.890911434999999983e+03 1.727606000000000112e-16 8.326291999999999421e-18
3.892197407999999996e+03 1.666296999999999878e-16 8.070690000000000001e-18
3.893483396000000084e+03 1.668357000000000004e-16 8.178127000000000333e-18
3.894769400000000132e+03 1.773503999999999896e-16 8.404670000000000438e-18
3.896055421000000024e+03 1.739399999999999974e-16 7.619282000000000284e-18
3.897341456999999991e+03 1.771771000000000061e-16 8.378274999999999432e-18
3.898627509999999802e+03 1.645490999999999960e-16 7.859648000000000597e-18
3.899913579000000027e+03 1.726211999999999886e-16 8.264707000000000068e-18
3.901199664000000212e+03 1.623495000000000065e-16 7.878911999999999264e-18
3.902485764999999901e+03 1.603062000000000045e-16 7.840235000000000714e-18
3.903771882000000005e+03 1.502468000000000101e-16 7.817484999999999814e-18
3.905058015000000069e+03 1.478542999999999914e-16 7.440676999999999685e-18
3.906344164000000092e+03 1.637191999999999970e-16 7.869673999999999406e-18
3.907630329999999958e+03 1.528067999999999964e-16 7.524765000000000343e-18
3.908916510999999900e+03 1.664257000000000095e-16 7.970883999999999810e-18
3.910202709000000141e+03 1.521954000000000029e-16 7.623697000000000426e-18
3.911488922000000002e+03 1.622316000000000081e-16 7.666459999999999495e-18
3.912775152000000162e+03 1.635347000000000085e-16 7.811835999999999668e-18
3.914061397999999826e+03 1.674544000000000109e-16 7.918742999999999896e-18
3.915347659999999905e+03 1.623777999999999897e-16 7.671385999999999772e-18
3.916633937999999944e+03 1.534786999999999936e-16 7.580333999999999989e-18
3.917920231999999942e+03 1.745225999999999992e-16 8.004384999999999952e-18
3.919206541999999899e+03 1.592427000000000070e-16 7.653670999999999863e-18
3.920492867999999817e+03 1.504237000000000110e-16 7.467088000000000584e-18
3.921779210000000148e+03 1.723548000000000037e-16 7.943070999999999263e-18
3.923065567999999985e+03 1.572122999999999997e-16 7.517339999999999783e-18
3.924351943000000119e+03 1.582985000000000024e-16 7.373532999999999390e-18
3.925638332999999875e+03 1.633211000000000084e-16 7.701961000000000089e-18
3.926924739999999929e+03 1.407947999999999898e-16 7.195983999999999411e-18
3.928211162999999942e+03 1.361453999999999936e-16 6.990026000000000187e-18
3.929497601000000031e+03 1.489645000000000119e-16 7.246224999999999358e-18
3.930784055999999964e+03 1.385810999999999998e-16 7.134655999999999394e-18
3.932070526999999856e+03 1.512232999999999925e-16 7.175935000000000328e-18
3.933357014000000163e+03 1.487352000000000034e-16 7.317199000000000349e-18
3.934643516999999974e+03 1.617695000000000050e-16 7.524289999999999581e-18
3.935930036000000200e+03 1.555536000000000010e-16 7.537734999999999435e-18
3.937216570999999931e+03 1.674529000000000097e-16 7.632891999999999706e-18
3.938503122000000076e+03 1.635047999999999930e-16 7.534369999999999761e-18
3.939789689000000180e+03 1.653966999999999883e-16 7.557752000000000274e-18
3.941076273000000128e+03 1.603463999999999898e-16 7.510541000000000225e-18
3.942362872000000152e+03 1.662351999999999920e-16 7.588318999999999874e-18
3.943649487000000136e+03 1.691666999999999983e-16 7.635479999999999680e-18
3.944936118999999962e+03 1.644817000000000020e-16 7.469507999999999374e-18
3.946222767000000204e+03 1.732231999999999982e-16 7.720512999999999681e-18
3.947509430000000066e+03 1.650036999999999935e-16 7.624906999999999821e-18
3.948796110000000226e+03 1.638455000000000115e-16 7.483784999999999810e-18
3.950082805999999891e+03 1.585642999999999968e-16 7.431256999999999315e-18
3.951369517000000087e+03 1.476731000000000004e-16 7.304200999999999519e-18
3.952656245000000126e+03 1.481379000000000104e-16 7.007115000000000636e-18
3.953942989000000125e+03 1.608010000000000120e-16 7.335839000000000120e-18
3.955229749000000083e+03 1.659261000000000034e-16 7.449964000000000274e-18
3.956516525000000001e+03 1.472954000000000120e-16 6.971406999999999408e-18
3.957803316999999879e+03 1.606822000000000031e-16 7.405130999999999489e-18
3.959090126000000055e+03 1.564659000000000050e-16 7.278197999999999735e-18
3.960376949999999852e+03 1.598568999999999895e-16 7.230468000000000375e-18
3.961663790000000063e+03 1.571995000000000116e-16 7.169990999999999368e-18
3.962950645999999779e+03 1.600438999999999962e-16 7.327614999999999816e-18
3.964237518999999793e+03 1.635373000000000088e-16 7.311869999999999597e-18
3.965524406999999883e+03 1.742633999999999998e-16 7.229342999999999543e-18
3.966811311999999816e+03 1.524239000000000075e-16 7.090394000000000268e-18
3.968098231999999825e+03 1.590257000000000027e-16 7.311301999999999555e-18
3.969385169000000133e+03 3.991550999999999662e-18 1.870758000000000180e-18
3.970672121000000061e+03 1.491246000000000054e-16 6.959295000000000531e-18
3.971959089999999833e+03 1.510582000000000118e-16 6.696341000000000351e-18
3.973246075000000019e+03 1.520176999999999981e-16 7.099954000000000085e-18
3.974533074999999826e+03 1.662448999999999958e-16 7.303752999999999442e-18
3.975820091999999931e+03 1.629771999999999990e-16 7.255119000000000753e-18
3.977107124999999996e+03 1.541494999999999916e-16 7.116968999999999682e-18
3.978394174000000021e+03 1.407079000000000061e-16 6.671678999999999950e-18
3.979681239000000005e+03 1.629305000000000006e-16 7.194288999999999514e-18
3.980968319999999949e+03 1.515944999999999925e-16 6.919902000000000236e-18
3.982255416999999852e+03 1.588229000000000056e-16 6.991752000000000358e-18
3.983542530000000170e+03 1.574037000000000032e-16 7.089363999999999280e-18
3.984829658999999992e+03 1.560279000000000016e-16 6.966368000000000370e-18
3.986116803999999775e+03 1.611739000000000018e-16 6.953561000000000281e-18
3.987403964999999971e+03 1.479525000000000114e-16 6.808006999999999954e-18
3.988691142000000127e+03 1.520690999999999884e-16 6.951813999999999577e-18
3.989978336000000127e+03 1.607746000000000073e-16 6.886869999999999933e-18
3.991265545000000202e+03 1.556605999999999897e-16 6.929209000000000305e-18
3.992552769999999782e+03 1.651839999999999987e-16 7.124523000000000435e-18
3.993840010999999777e+03 1.664210999999999996e-16 7.140331000000000713e-18
3.995127269000000069e+03 1.715880000000000086e-16 7.242679000000000225e-18
3.996414541999999983e+03 1.645818000000000004e-16 7.011175999999999493e-18
3.997701832000000195e+03 1.625542000000000067e-16 7.167923999999999269e-18
3.998989137000000028e+03 1.632751000000000072e-16 7.021599000000000165e-18
4.000276457999999820e+03 1.568304000000000033e-16 6.908079999999999992e-18
4.001563795999999911e+03 1.680577999999999902e-16 7.059453999999999414e-18
4.002851149000000078e+03 1.730995999999999906e-16 7.290076999999999886e-18
4.004138519000000088e+03 1.702786000000000085e-16 7.267802999999999260e-18
4.005425905000000057e+03 1.478804000000000008e-16 6.742060000000000007e-18
4.006713306000000102e+03 1.686493999999999987e-16 7.308778000000000692e-18
4.008000723999999991e+03 1.580897000000000009e-16 6.650929999999999784e-18
4.009288157999999839e+03 1.666870000000000006e-16 6.972705000000000524e-18
4.010575607000000218e+03 1.643031000000000113e-16 7.000302999999999720e-18
4.011863072999999986e+03 1.639133000000000074e-16 6.971248999999999505e-18
4.013150555000000168e+03 1.641917000000000012e-16 7.066923000000000064e-18
4.014438051999999971e+03 1.748744999999999980e-16 6.971346999999999425e-18
4.015725566000000072e+03 1.735827999999999913e-16 7.190510000000000113e-18
4.017013096000000132e+03 1.681671999999999906e-16 6.765785999999999753e-18
4.018300642000000153e+03 1.645531999999999974e-16 6.918898999999999934e-18
4.019588202999999794e+03 1.631628000000000113e-16 6.900923000000000331e-18
4.020875781000000188e+03 1.725393999999999988e-16 7.099320999999999419e-18
4.022163375000000087e+03 1.677407999999999942e-16 6.993770999999999238e-18
4.023450984999999946e+03 1.692838999999999995e-16 6.990490999999999668e-18
4.024738611000000219e+03 1.620603000000000096e-16 6.842363999999999747e-18
4.026026252999999997e+03 1.714000999999999913e-16 7.149680000000000308e-18
4.027313911000000189e+03 1.854423999999999986e-16 7.341021999999999733e-18
4.028601584999999886e+03 1.902211000000000116e-16 7.348017000000000673e-18
4.029889274000000114e+03 1.818777000000000040e-16 7.271500999999999685e-18
4.031176980000000185e+03 1.895909000000000009e-16 7.357533000000000399e-18
4.032464702000000216e+03 1.863788000000000024e-16 7.303212000000000086e-18
4.033752440000000206e+03 1.828122000000000047e-16 7.376346999999999967e-18
4.035040194000000156e+03 1.940769999999999881e-16 7.442175999999999742e-18
4.036327964000000065e+03 1.920651000000000027e-16 7.413052999999999315e-18
4.037615749999999935e+03 1.883117000000000116e-16 7.343786000000000067e-18
4.038903552000000218e+03 1.844506999999999918e-16 7.139079999999999764e-18
4.040191370000000006e+03 1.787506000000000109e-16 7.123005000000000410e-18
4.041479204000000209e+03 1.804455000000000002e-16 7.129140000000000570e-18
4.042767053999999916e+03 1.923645999999999941e-16 7.416479999999999536e-18
4.044054920000000038e+03 1.879906999999999961e-16 7.281136999999999377e-18
4.045342802000000120e+03 1.824261000000000003e-16 7.065165999999999619e-18
4.046630700000000161e+03 2.064311999999999898e-16 7.648781000000000500e-18
4.047918614000000161e+03 1.798938000000000065e-16 7.700026999999999773e-18
4.049206544000000122e+03 1.985978999999999962e-16 7.513365000000000542e-18
4.050494490000000042e+03 1.897401000000000093e-16 7.341910000000000710e-18
4.051782451999999921e+03 1.935638999999999966e-16 7.372777000000000224e-18
4.053070430000000215e+03 1.959578000000000097e-16 7.395978999999999247e-18
4.054358424000000014e+03 1.872619999999999947e-16 7.287605000000000289e-18
4.055646434000000227e+03 1.950166000000000074e-16 7.447187999999999635e-18
4.056934459999999945e+03 1.947774000000000064e-16 7.436500999999999963e-18
4.058222501000000193e+03 1.894245000000000077e-16 7.263035000000000427e-18
4.059510558999999830e+03 2.013482000000000115e-16 7.399329999999999592e-18
4.060798632999999882e+03 1.931573999999999919e-16 7.254501000000000469e-18
4.062086722999999893e+03 2.020487000000000117e-16 7.491910000000000682e-18
4.063374828999999863e+03 2.029001999999999921e-16 7.402690000000000166e-18
4.064662950999999794e+03 2.013055000000000079e-16 7.402333999999999858e-18
4.065951089000000138e+03 1.918487999999999956e-16 7.250490000000000313e-18
4.067239242999999988e+03 1.894342999999999936e-16 7.165682999999999375e-18
4.068527412999999797e+03 1.878269000000000032e-16 7.154585000000000052e-18
4.069815598000000136e+03 1.878195000000000043e-16 7.231153000000000306e-18
4.071103799999999865e+03 1.864635999999999944e-16 7.064234000000000093e-18
4.072392018000000007e+03 1.887469000000000014e-16 7.200297999999999556e-18
4.073680252000000110e+03 1.974222000000000094e-16 7.270205000000000674e-18
4.074968502000000171e+03 1.861632999999999992e-16 7.101295000000000238e-18
4.076256766999999854e+03 1.922343000000000095e-16 7.163973000000000637e-18
4.077545048999999835e+03 1.884512999999999981e-16 7.263203999999999582e-18
4.078833346999999776e+03 1.884915999999999901e-16 7.088633000000000236e-18
4.080121659999999792e+03 1.981579999999999898e-16 7.257115000000000076e-18
4.081409990000000107e+03 1.881863000000000076e-16 7.015179000000000472e-18
4.082698335999999927e+03 1.853020000000000082e-16 7.144015999999999781e-18
4.083986696999999822e+03 1.943060000000000013e-16 7.374955000000000059e-18
4.085275075000000015e+03 1.911453999999999998e-16 7.222284000000000573e-18
4.086563469000000168e+03 1.846899999999999995e-16 6.986075000000000014e-18
4.087851877999999942e+03 1.948138999999999923e-16 7.212807000000000296e-18
4.089140304000000015e+03 1.869874000000000070e-16 6.976945999999999329e-18
4.090428745000000163e+03 1.874831000000000004e-16 6.962146999999999505e-18
4.091717203000000154e+03 1.919616000000000001e-16 7.141604000000000167e-18
4.093005676000000221e+03 1.725131000000000007e-16 6.762234999999999979e-18
4.094294164999999794e+03 1.882314999999999987e-17 2.707024000000000149e-18
4.095582671000000119e+03 1.754408000000000010e-16 6.648638999999999648e-18
4.096871191999999610e+03 1.868272999999999889e-16 7.002656999999999916e-18
4.098159728999999970e+03 1.722682999999999972e-16 6.746558999999999971e-18
4.099448282999999719e+03 1.687660000000000093e-16 6.667842999999999873e-18
4.100736851999999999e+03 1.702263999999999896e-16 6.672321000000000074e-18
4.102025437000000238e+03 1.748243999999999955e-16 6.713283000000000149e-18
4.103314038000000437e+03 1.646932000000000105e-16 6.522991999999999934e-18
4.104602654999999686e+03 1.761959000000000071e-16 6.691902999999999882e-18
4.105891289000000143e+03 1.713277999999999921e-16 6.651625999999999738e-18
4.107179938000000220e+03 1.686617000000000029e-16 6.564225999999999726e-18
4.108468603000000257e+03 1.703787999999999889e-16 6.624474000000000054e-18
4.109757284000000254e+03 1.644870000000000092e-16 6.506823999999999759e-18
4.111045979999999872e+03 1.666856999999999881e-16 6.467177000000000204e-18
4.112334692999999788e+03 1.583902000000000094e-16 6.344319999999999688e-18
4.113623421999999664e+03 1.693957000000000115e-16 6.555192999999999937e-18
4.114912167000000409e+03 1.656933000000000087e-16 6.459732999999999676e-18
4.116200928000000204e+03 1.556301000000000082e-16 6.184688999999999894e-18
4.117489704999999958e+03 1.557658000000000067e-16 6.306344000000000191e-18
4.118778497000000243e+03 1.657600000000000054e-16 6.567903999999999900e-18
4.120067305999999917e+03 1.636067999999999944e-16 6.395672999999999880e-18
4.121356130000000121e+03 1.673802999999999906e-16 6.437182000000000234e-18
4.122644970999999714e+03 1.657201999999999974e-16 6.422996000000000054e-18
4.123933826999999837e+03 1.612158000000000015e-16 6.430412999999999897e-18
4.125222700000000259e+03 1.578237999999999999e-16 6.264105000000000304e-18
4.126511588000000302e+03 1.590865000000000016e-16 6.283696999999999853e-18
4.127800492999999733e+03 1.635796000000000105e-16 6.424840999999999908e-18
4.129089412999999695e+03 1.637048000000000012e-16 6.413826000000000125e-18
4.130378348999999616e+03 1.619294999999999918e-16 6.363056999999999868e-18
4.131667301000000407e+03 1.710492000000000096e-16 6.391165999999999970e-18
4.132956269999999677e+03 1.623736999999999883e-16 6.279791000000000052e-18
4.134245254000000386e+03 1.627329000000000040e-16 6.409956999999999980e-18
4.135534254000000146e+03 1.516877000000000006e-16 6.144413000000000032e-18
4.136823269999999866e+03 1.620280000000000071e-16 6.366515999999999874e-18
4.138112301000000116e+03 1.697610999999999957e-16 6.495430000000000111e-18
4.139401348999999755e+03 1.564748000000000050e-16 6.233583000000000306e-18
4.140690413000000262e+03 1.674529999999999917e-16 6.413379999999999843e-18
4.141979492999999820e+03 1.618152999999999928e-16 6.360489999999999657e-18
4.143268587999999909e+03 1.577291999999999973e-16 6.250400000000000268e-18
4.144557700000000295e+03 1.648367000000000098e-16 6.330328999999999837e-18
4.145846827999999732e+03 1.542565000000000050e-16 6.230752000000000324e-18
4.147135970999999699e+03 1.610987000000000070e-16 6.294755999999999726e-18
4.148425130999999965e+03 1.730916000000000012e-16 6.533168999999999753e-18
4.149714305999999851e+03 1.577075000000000092e-16 6.198742999999999804e-18
4.151003496999999697e+03 1.692799000000000047e-16 6.458081000000000357e-18
4.152292704000000413e+03 1.645270000000000059e-16 6.288949999999999959e-18
4.153581927999999607e+03 1.693456999999999909e-16 6.364803999999999802e-18
4.154871167000000241e+03 1.608296999999999971e-16 6.220867999999999985e-18
4.156160421999999926e+03 1.663901000000000095e-16 6.360541000000000181e-18
4.157449692999999570e+03 1.758519999999999977e-16 6.435208999999999698e-18
4.158738980000000083e+03 1.595112999999999903e-16 6.295970999999999761e-18
4.160028282000000218e+03 1.743686999999999988e-16 6.494169999999999703e-18
4.161317600999999740e+03 1.754206999999999960e-16 6.506945000000000007e-18
4.162606936000000132e+03 1.707847000000000031e-16 6.376599000000000131e-18
4.163896286000000146e+03 1.808642000000000025e-16 6.542638000000000084e-18
4.165185652999999547e+03 1.778580000000000099e-16 6.480756000000000123e-18
4.166475035000000389e+03 1.767533999999999920e-16 6.441520999999999730e-18
4.167764433999999710e+03 1.810174000000000056e-16 6.522188000000000320e-18
4.169053847999999562e+03 1.720101999999999970e-16 6.464038000000000363e-18
4.170343278000000282e+03 1.752192999999999933e-16 6.433769999999999624e-18
4.171632724000000053e+03 1.767465000000000016e-16 6.509269999999999723e-18
4.172922185999999783e+03 1.701651000000000068e-16 6.373889999999999909e-18
4.174211664000000383e+03 1.675920999999999943e-16 6.267367999999999699e-18
4.175501158000000032e+03 1.760130000000000017e-16 6.426513999999999761e-18
4.176790667999999641e+03 1.683456999999999993e-16 6.284766999999999802e-18
4.178080194000000120e+03 1.794078999999999989e-16 6.510459999999999637e-18
4.179369735000000219e+03 1.870730000000000029e-16 6.568806999999999717e-18
4.180659292999999707e+03 1.710823999999999980e-16 6.307994999999999999e-18
4.181948865999999725e+03 1.690252000000000087e-16 6.274140999999999624e-18
4.183238456000000042e+03 1.787765999999999890e-16 6.548906000000000026e-18
4.184528060999999980e+03 1.712658999999999940e-16 6.479141999999999971e-18
4.185817681999999877e+03 1.698744000000000088e-16 6.384052000000000117e-18
4.187107320000000072e+03 1.721302000000000118e-16 6.337371000000000173e-18
4.188396972999999889e+03 1.686906000000000012e-16 6.343293999999999829e-18
4.189686641999999665e+03 1.737113000000000041e-16 6.281430999999999837e-18
4.190976325999999972e+03 1.731233999999999951e-16 6.339656000000000157e-18
4.192266026999999667e+03 1.703439000000000108e-16 6.292041000000000122e-18
4.193555744000000232e+03 1.618311000000000078e-16 6.116153999999999973e-18
4.194845476000000417e+03 1.663116999999999992e-16 6.098259000000000116e-18
4.196135224999999991e+03 1.771237000000000061e-16 6.468124999999999624e-18
4.197424989000000096e+03 1.692081999999999961e-16 6.182758999999999936e-18
4.198714769999999589e+03 1.753701000000000095e-16 6.198668000000000211e-18
4.200004565999999613e+03 1.734611000000000114e-16 6.306634999999999877e-18
4.201294377999999597e+03 1.593421999999999902e-16 6.082324999999999720e-18
4.202584206000000449e+03 1.732556999999999894e-16 6.310002000000000114e-18
4.203874050000000352e+03 1.568510999999999989e-16 6.179301000000000212e-18
4.205163910000000214e+03 1.673839999999999900e-16 6.131405999999999744e-18
4.206453784999999698e+03 1.632432000000000066e-16 6.154826000000000194e-18
4.207743677000000389e+03 1.573815999999999885e-16 6.051950999999999884e-18
4.209033585000000130e+03 1.702100999999999907e-16 6.199002999999999986e-18
4.210323508000000402e+03 1.642333999999999877e-16 6.096351999999999714e-18
4.211613446999999724e+03 1.651371999999999936e-16 6.066676999999999909e-18
4.212903403000000253e+03 1.597111000000000098e-16 5.947579000000000082e-18
4.214193374000000404e+03 1.628117999999999983e-16 6.014676999999999723e-18
4.215483360999999604e+03 1.613898999999999889e-16 6.103529999999999908e-18
4.216773363999999674e+03 1.573497999999999945e-16 5.844174999999999951e-18
4.218063382000000274e+03 1.609889000000000047e-16 6.081098000000000150e-18
4.219353417000000263e+03 1.612267999999999932e-16 6.076985999999999998e-18
4.220643468000000212e+03 1.551759999999999946e-16 5.790006000000000158e-18
4.221933533999999781e+03 1.647080000000000083e-16 5.996186999999999909e-18
4.223223616000000220e+03 1.605830999999999972e-16 5.983840999999999713e-18
4.224513715000000047e+03 1.522211000000000104e-16 5.548530000000000165e-18
4.225803829000000405e+03 1.568745000000000014e-16 5.824268000000000107e-18
4.227093958999999813e+03 1.516122000000000105e-16 5.738040999999999834e-18
4.228384105000000091e+03 1.484408999999999880e-16 5.811686999999999851e-18
4.229674265999999989e+03 1.606516999999999970e-16 6.025402000000000103e-18
4.230964444000000185e+03 1.626926999999999940e-16 6.008514999999999648e-18
4.232254638000000341e+03 1.587265999999999886e-16 5.853617999999999878e-18
4.233544847000000118e+03 1.562913000000000090e-16 5.936018000000000302e-18
4.234835071999999855e+03 1.557402999999999878e-16 5.773964000000000101e-18
4.236125313999999889e+03 1.559086999999999907e-16 5.796963999999999902e-18
4.237415571000000455e+03 1.678712999999999921e-16 6.081983999999999792e-18
4.238705844000000070e+03 1.607642000000000062e-16 5.900429999999999810e-18
4.239996132999999645e+03 1.594975000000000097e-16 5.939378999999999618e-18
4.241286436999999751e+03 1.642356999999999927e-16 6.032425999999999982e-18
4.242576758000000154e+03 1.613227999999999903e-16 5.954595000000000015e-18
4.243867094000000179e+03 1.624757999999999964e-16 5.970558999999999632e-18
4.245157446999999593e+03 1.739895999999999913e-16 6.102513000000000278e-18
4.246447815000000446e+03 1.582900000000000044e-16 5.890387000000000056e-18
4.247738199000000350e+03 1.712386000000000034e-16 6.112339999999999941e-18
4.249028599000000213e+03 1.628115000000000030e-16 5.957489000000000055e-18
4.250319015000000036e+03 1.619673999999999968e-16 5.873909000000000227e-18
4.251609446999999818e+03 1.600511000000000065e-16 5.887846000000000248e-18
4.252899894000000131e+03 1.762211999999999880e-16 6.101541000000000250e-18
4.254190357999999833e+03 1.664827000000000024e-16 5.988800000000000057e-18
4.255480837000000065e+03 1.742665000000000087e-16 6.104276000000000105e-18
4.256771332000000257e+03 1.643020999999999941e-16 5.922416000000000057e-18
4.258061843000000408e+03 1.614851999999999887e-16 5.820037999999999784e-18
4.259352369999999610e+03 1.661138000000000074e-16 5.904084000000000146e-18
4.260642912999999680e+03 1.667465999999999937e-16 5.972702000000000376e-18
4.261933471999999711e+03 1.636727000000000119e-16 6.150341999999999841e-18
4.263224046000000271e+03 1.689608999999999989e-16 6.069349999999999987e-18
4.264514637000000221e+03 1.560420000000000022e-16 5.727867000000000092e-18
4.265805242999999791e+03 1.665784000000000041e-16 5.954274999999999850e-18
4.267095865000000231e+03 1.647310000000000088e-16 5.831230999999999721e-18
4.268386502999999720e+03 1.737184000000000077e-16 6.095515000000000032e-18
4.269677157000000079e+03 1.682260000000000045e-16 5.966556000000000193e-18
4.270967826000000059e+03 1.697555999999999998e-16 6.055637000000000005e-18
4.272258512000000337e+03 1.780393000000000076e-16 6.071966000000000159e-18
4.273549213000000236e+03 1.771264999999999950e-16 6.110004999999999714e-18
4.274839931000000433e+03 1.648770000000000018e-16 5.913624999999999993e-18
4.276130664000000252e+03 1.671525999999999899e-16 5.884840999999999700e-18
4.277421413000000030e+03 1.709187999999999937e-16 5.895501000000000227e-18
4.278712177999999767e+03 1.722752000000000122e-16 6.012454000000000286e-18
4.280002958000000035e+03 1.738848000000000009e-16 6.013699999999999825e-18
4.281293754999999692e+03 1.745361000000000092e-16 6.012427999999999883e-18
4.282584566999999879e+03 1.695544999999999925e-16 5.890863999999999841e-18
4.283875396000000364e+03 1.809470000000000095e-16 6.122887000000000167e-18
4.285166239999999561e+03 1.725618999999999908e-16 6.017928000000000354e-18
4.286457099999999627e+03 1.672331999999999985e-16 5.875040999999999953e-18
4.287747975000000224e+03 1.592112000000000084e-16 5.792890999999999970e-18
4.289038867000000209e+03 1.704404999999999984e-16 5.893546999999999660e-18
4.290329775000000154e+03 1.765081000000000045e-16 6.059116999999999773e-18
4.291620697999999720e+03 1.745943000000000078e-16 5.948825999999999903e-18
4.292911637000000155e+03 1.745408000000000011e-16 6.010901999999999911e-18
4.294202591999999640e+03 1.669756000000000069e-16 5.836680999999999950e-18
4.295493562999999995e+03 1.836555000000000070e-16 6.104492000000000196e-18
4.296784550000000309e+03 1.697560000000000018e-16 5.860739999999999677e-18
4.298075552000000243e+03 1.641565000000000032e-16 5.774039999999999977e-18
4.299366570999999567e+03 1.630182999999999948e-16 5.786002999999999949e-18
4.300657605000000331e+03 1.720211999999999887e-16 5.945153999999999882e-18
4.301948655000000144e+03 1.625817999999999926e-16 5.695257999999999744e-18
4.303239720999999918e+03 1.643750999999999906e-16 5.747777000000000011e-18
4.304530802999999651e+03 1.613665000000000111e-16 5.470074999999999761e-18
4.305821901000000253e+03 1.672876999999999977e-16 5.796206000000000172e-18
4.307113013999999566e+03 1.691576999999999916e-16 5.915343999999999730e-18
