# OBJECT: AT2019sgh
# TELESCOPE: MMT
# INSTRUMENT: Binospec
# DATE-OBS: 2019-10-27
# MJD: 58783.40016
# EXPTIME: 1200
# SLIT: 1.0
# DISPERSER: 270
# SOURCE: FLEET
# FILTER: Clear
# FLUX_STANDARD: G191B2B
# EXTINCTION_CORRECTED: NO
# PHOTOMETRY_CALIBRATED: NO
# FLUX_UNITS: erg/cm2/s/A
# QUALITY: 
# COMMENT: 
Wavelength Flux Sigma
3.911841636000000108e+03 9.176790000000000610e-17 7.909069999999999778e-18
3.913129297999999835e+03 7.653968000000000317e-17 6.134006000000000023e-18
3.914416972999999871e+03 7.128148000000000137e-17 6.240115000000000018e-18
3.915704663999999866e+03 7.353153000000000427e-17 6.732047999999999756e-18
3.916992369000000053e+03 7.379322999999999726e-17 7.107386999999999820e-18
3.918280088999999862e+03 8.386539999999999750e-17 8.279530000000000502e-18
3.919567824000000201e+03 7.426167000000000523e-17 5.903686999999999823e-18
3.920855572999999822e+03 8.883074999999999396e-17 6.906655000000000016e-18
3.922143336999999974e+03 8.957824000000000199e-17 7.439609000000000301e-18
3.923431116000000202e+03 8.461626000000000276e-17 7.470213999999999839e-18
3.924718909000000167e+03 8.563798000000000351e-17 7.101064000000000536e-18
3.926006717000000208e+03 6.986576999999999921e-17 7.316874000000000314e-18
3.927294539999999870e+03 8.353256000000000598e-17 7.376356000000000195e-18
3.928582378000000062e+03 7.457292999999999936e-17 7.184283999999999697e-18
3.929870229999999992e+03 6.494534000000000112e-17 5.711507999999999946e-18
3.931158096000000114e+03 7.362708999999999423e-17 7.196917999999999502e-18
3.932445978000000196e+03 7.525167999999999585e-17 6.009767999999999621e-18
3.933733874000000014e+03 6.852962999999999393e-17 6.491027000000000274e-18
3.935021784999999909e+03 7.354645000000000512e-17 6.462547999999999765e-18
3.936309709999999995e+03 7.780102000000000327e-17 6.792368000000000372e-18
3.937597651000000042e+03 7.645656000000000449e-17 6.945857000000000341e-18
3.938885604999999941e+03 6.744268000000000296e-17 6.216582000000000037e-18
3.940173574999999801e+03 8.190648000000000145e-17 6.899686000000000250e-18
3.941461558999999852e+03 7.220779999999999568e-17 6.704211999999999652e-18
3.942749557999999979e+03 5.665611000000000290e-17 5.841211999999999699e-18
3.944037572000000182e+03 7.230403999999999880e-17 5.534370999999999900e-18
3.945325600000000122e+03 7.663228999999999424e-17 6.762050999999999673e-18
3.946613643000000138e+03 7.098094000000000004e-17 6.318965999999999692e-18
3.947901700999999775e+03 7.451110000000000098e-17 6.334537999999999627e-18
3.949189773000000059e+03 7.625688000000000033e-17 6.430600999999999791e-18
3.950477859999999964e+03 7.799930999999999885e-17 6.426759999999999844e-18
3.951765961999999945e+03 8.605828000000000119e-17 6.870955999999999788e-18
3.953054078000000118e+03 7.743186000000000577e-17 6.576155000000000119e-18
3.954342208999999912e+03 8.729294999999999587e-17 6.827891000000000240e-18
3.955630354999999781e+03 6.802015000000000394e-17 6.327816000000000226e-18
3.956918514999999843e+03 9.310137999999999725e-17 6.854703999999999791e-18
3.958206689999999981e+03 6.839992999999999993e-17 5.417040999999999770e-18
3.959494880000000194e+03 8.522688999999999933e-17 6.753118000000000369e-18
3.960783085000000028e+03 8.136939000000000272e-17 5.777208000000000298e-18
3.962071304000000055e+03 6.384160999999999906e-17 5.943927999999999824e-18
3.963359538000000157e+03 7.260271000000000400e-17 5.460050999999999975e-18
3.964647785999999996e+03 6.858218999999999730e-17 6.152222000000000327e-18
3.965936048999999912e+03 6.477282999999999864e-17 6.088466000000000032e-18
3.967224326999999903e+03 9.275535999999999976e-17 6.999428000000000100e-18
3.968512619999999970e+03 2.327026000000000039e-18 2.335409000000000143e-18
3.969800926999999774e+03 7.010743000000000105e-17 6.025154999999999738e-18
3.971089249000000109e+03 6.864295000000000344e-17 6.497860999999999694e-18
3.972377585000000181e+03 6.577210999999999661e-17 6.152776000000000270e-18
3.973665937000000213e+03 8.860109000000000099e-17 5.997455999999999775e-18
3.974954302999999982e+03 7.510939000000000059e-17 6.747188000000000278e-18
3.976242682999999943e+03 7.816664999999999537e-17 6.003576000000000325e-18
3.977531078999999863e+03 7.644411000000000268e-17 6.532407999999999946e-18
3.978819488000000092e+03 7.116477999999999643e-17 5.993180999999999849e-18
3.980107912999999826e+03 7.685482999999999952e-17 6.678074999999999804e-18
3.981396352000000206e+03 6.857856999999999577e-17 6.930836999999999785e-18
3.982684806000000208e+03 4.523533999999999738e-17 5.647244000000000363e-18
3.983973274999999830e+03 9.106599000000000087e-17 5.981392999999999955e-18
3.985261758000000100e+03 8.946124000000000177e-17 7.371758999999999541e-18
3.986550256999999874e+03 7.107349000000000191e-17 6.778190999999999650e-18
3.987838768999999957e+03 6.635218999999999607e-17 5.941694999999999876e-18
3.989127296999999999e+03 7.871141000000000602e-17 6.835483000000000161e-18
3.990415838999999778e+03 7.352551000000000344e-17 6.363389999999999849e-18
3.991704395000000204e+03 6.701460000000000085e-17 6.250133999999999934e-18
3.992992967000000135e+03 6.188521000000000537e-17 5.753740999999999681e-18
3.994281552999999803e+03 7.390741999999999804e-17 6.119885999999999978e-18
3.995570154000000002e+03 6.394778999999999983e-17 6.575872999999999892e-18
3.996858768999999938e+03 6.869624999999999683e-17 5.789414000000000277e-18
3.998147398999999950e+03 6.801270000000000172e-17 6.187799000000000026e-18
3.999436044000000038e+03 6.304771000000000208e-17 5.149571999999999734e-18
4.000724704000000202e+03 5.851616999999999915e-17 4.965194999999999717e-18
4.002013378000000102e+03 6.466943000000000272e-17 4.620628000000000093e-18
4.003302066000000195e+03 6.532188000000000112e-17 4.686117999999999735e-18
4.004590769999999793e+03 6.310373999999999699e-17 5.321871999999999965e-18
4.005879488000000038e+03 8.143170000000000096e-17 6.224347999999999753e-18
4.007168220999999903e+03 7.881495000000000139e-17 6.884621000000000092e-18
4.008456968999999845e+03 6.800319999999999881e-17 5.942449000000000018e-18
4.009745730999999978e+03 7.135551999999999547e-17 5.262991999999999705e-18
4.011034508000000187e+03 5.909220999999999874e-17 5.395798999999999926e-18
4.012323299000000134e+03 5.687357999999999655e-17 5.387212999999999932e-18
4.013612105000000156e+03 6.122915000000000364e-17 5.482469999999999917e-18
4.014900925999999799e+03 7.559638999999999499e-17 6.447523000000000109e-18
4.016189761999999973e+03 6.895033000000000588e-17 5.694735000000000074e-18
4.017478611999999885e+03 6.466984000000000286e-17 5.840411999999999673e-18
4.018767476999999872e+03 7.396640000000000418e-17 6.208584000000000336e-18
4.020056356999999934e+03 7.145421000000000122e-17 6.037290999999999995e-18
4.021345251000000189e+03 7.385166000000000382e-17 6.394443999999999746e-18
4.022634160000000065e+03 6.695857000000000593e-17 6.231874999999999821e-18
4.023923083000000133e+03 7.605637999999999589e-17 5.688391000000000256e-18
4.025212022000000161e+03 6.572415000000000322e-17 5.388866999999999815e-18
4.026500974999999926e+03 8.817140000000000525e-17 5.941382000000000145e-18
4.027789941999999883e+03 7.190521000000000598e-17 5.582315999999999841e-18
4.029078924999999799e+03 6.005500999999999488e-17 5.511809999999999948e-18
4.030367921999999908e+03 6.722462000000000460e-17 5.681516000000000052e-18
4.031656933000000208e+03 6.627336999999999975e-17 5.359269000000000168e-18
4.032945959000000130e+03 5.305921999999999830e-17 5.060673999999999947e-18
4.034235000000000127e+03 6.347520999999999768e-17 4.814473999999999670e-18
4.035524056000000201e+03 8.225098999999999963e-17 6.238230999999999944e-18
4.036813126000000011e+03 6.388343000000000089e-17 5.823520000000000117e-18
4.038102210999999897e+03 5.555120000000000374e-17 5.662975999999999995e-18
4.039391310999999860e+03 6.423829999999999506e-17 5.665557000000000305e-18
4.040680425000000014e+03 5.913197000000000168e-17 4.816513999999999854e-18
4.041969555000000128e+03 6.036485999999999636e-17 4.708900999999999932e-18
4.043258698000000095e+03 6.262241000000000481e-17 5.416546999999999810e-18
4.044547857000000022e+03 7.088146000000000093e-17 5.901581000000000275e-18
4.045837030000000141e+03 7.345989999999999536e-17 5.058316999999999675e-18
4.047126216999999997e+03 6.686054000000000461e-17 5.295976999999999842e-18
4.048415419999999813e+03 7.323087999999999810e-17 4.791248000000000037e-18
4.049704636999999821e+03 7.208962999999999656e-17 5.624279999999999936e-18
4.050993868000000020e+03 6.568965000000000236e-17 5.631117999999999714e-18
4.052283115000000180e+03 6.946738000000000114e-17 5.763080999999999818e-18
4.053572376000000077e+03 5.472019999999999946e-17 5.380258000000000264e-18
4.054861652000000049e+03 6.034861999999999898e-17 5.394859999999999965e-18
4.056150942000000214e+03 6.812580999999999973e-17 5.512993000000000198e-18
4.057440246999999999e+03 6.406175000000000504e-17 5.543812000000000034e-18
4.058729566999999861e+03 6.403999000000000308e-17 5.561389999999999803e-18
4.060018900999999914e+03 6.536250999999999534e-17 4.771953999999999838e-18
4.061308250000000044e+03 6.716154999999999528e-17 5.439956999999999749e-18
4.062597613999999794e+03 7.712586000000000139e-17 5.378270000000000118e-18
4.063886992000000191e+03 8.285892999999999980e-17 5.837836000000000003e-18
4.065176386000000093e+03 7.269411000000000338e-17 5.427034000000000053e-18
4.066465792999999849e+03 8.060248000000000284e-17 5.919433999999999837e-18
4.067755216000000019e+03 6.256758000000000338e-17 5.708981000000000237e-18
4.069044652999999926e+03 6.883105999999999526e-17 5.245494999999999682e-18
4.070334104999999909e+03 7.201040000000000010e-17 5.659954000000000043e-18
4.071623571000000084e+03 6.840226999999999772e-17 5.283562000000000205e-18
4.072913051999999880e+03 6.750904999999999747e-17 5.693217000000000049e-18
4.074202548000000206e+03 7.165649000000000566e-17 4.494484000000000343e-18
4.075492057999999815e+03 6.468122999999999830e-17 5.337491000000000067e-18
4.076781582999999955e+03 6.184154000000000382e-17 5.337871999999999726e-18
4.078071123000000171e+03 7.569291999999999520e-17 5.279754999999999837e-18
4.079360678000000007e+03 7.106877999999999941e-17 6.506537999999999944e-18
4.080650247000000036e+03 8.523263999999999948e-17 6.348676000000000129e-18
4.081939829999999802e+03 7.174479999999999437e-17 6.304485999999999750e-18
4.083229428999999982e+03 8.615899000000000071e-17 4.858241000000000094e-18
4.084519041999999899e+03 7.962780999999999908e-17 6.324275000000000193e-18
4.085808669999999893e+03 6.637519999999999484e-17 5.331428000000000194e-18
4.087098312000000078e+03 7.236147000000000050e-17 5.704159000000000033e-18
4.088387968999999885e+03 6.271772000000000280e-17 5.220730000000000261e-18
4.089677641000000222e+03 6.504640999999999746e-17 5.447259000000000267e-18
4.090967326999999841e+03 7.998963999999999741e-17 5.772176000000000154e-18
4.092257028999999875e+03 5.817727000000000167e-17 4.849339999999999805e-18
4.093546744000000217e+03 2.021384999999999895e-18 2.347005000000000170e-18
4.094836475000000064e+03 5.872921000000000152e-17 4.299197000000000128e-18
4.096126220000000103e+03 5.734184999999999814e-17 5.129423000000000166e-18
4.097415979999999763e+03 6.870472000000000030e-17 5.632987000000000177e-18
4.098705753999999615e+03 7.262852000000000402e-17 5.928371999999999781e-18
4.099995542999999998e+03 7.624085000000000212e-17 5.739026999999999961e-18
4.101285347000000002e+03 6.493459000000000139e-17 5.519728999999999697e-18
4.102575165000000197e+03 7.204975000000000290e-17 5.333781000000000107e-18
4.103864998000000014e+03 6.173899000000000277e-17 4.774284999999999706e-18
4.105154846000000362e+03 6.399839999999999682e-17 5.005334999999999721e-18
4.106444709000000330e+03 6.991602999999999759e-17 5.554814000000000000e-18
4.107734585999999581e+03 6.222632999999999759e-17 5.075669999999999894e-18
4.109024476999999933e+03 5.708925000000000613e-17 4.982033000000000213e-18
4.110314384000000246e+03 6.063022999999999420e-17 4.885872999999999640e-18
4.111604304999999840e+03 6.338943999999999540e-17 4.798765000000000365e-18
4.112894240999999965e+03 5.771610000000000368e-17 5.447922000000000153e-18
4.114184191000000283e+03 5.748451000000000074e-17 5.013445000000000212e-18
4.115474156000000221e+03 6.316343999999999676e-17 4.724415999999999960e-18
4.116764135999999780e+03 6.024777999999999821e-17 4.968899000000000295e-18
4.118054130000000441e+03 7.262472999999999613e-17 5.146508000000000256e-18
4.119344138999999814e+03 4.978468000000000032e-17 4.738848000000000224e-18
4.120634162999999717e+03 6.424142000000000033e-17 5.140497999999999932e-18
4.121924200999999812e+03 6.460036000000000128e-17 4.039130000000000324e-18
4.123214254000000437e+03 6.741759999999999478e-17 4.907085999999999775e-18
4.124504321999999775e+03 6.141234000000000613e-17 5.326877999999999706e-18
4.125794404000000213e+03 6.574278999999999991e-17 5.629515999999999867e-18
4.127084501999999702e+03 6.470455000000000288e-17 5.067951999999999856e-18
4.128374612999999954e+03 6.350619000000000366e-17 4.485729999999999935e-18
4.129664740000000165e+03 6.989495999999999466e-17 4.976985999999999688e-18
4.130954880999999659e+03 7.395137999999999669e-17 5.101470999999999685e-18
4.132245036000000255e+03 6.065028999999999407e-17 5.137291999999999673e-18
4.133535206999999900e+03 7.439403000000000103e-17 5.020548000000000042e-18
4.134825391999999738e+03 6.417068000000000374e-17 4.514950000000000000e-18
4.136115590999999768e+03 6.047369000000000073e-17 4.526736000000000100e-18
4.137405805999999757e+03 6.443361999999999534e-17 5.297633000000000290e-18
4.138696034999999938e+03 7.060329000000000267e-17 4.996663000000000111e-18
4.139986278000000311e+03 5.663371000000000524e-17 4.997057000000000357e-18
4.141276536999999735e+03 7.186094999999999972e-17 4.998329999999999811e-18
4.142566810000000260e+03 7.423696000000000438e-17 4.999988000000000053e-18
4.143857097000000067e+03 6.632923999999999882e-17 5.233113000000000113e-18
4.145147399000000405e+03 6.440109999999999546e-17 5.264185999999999978e-18
4.146437716000000364e+03 5.846534000000000479e-17 5.019422999999999981e-18
4.147728047999999944e+03 6.069413000000000200e-17 5.131897999999999839e-18
4.149018393999999716e+03 7.343665000000000282e-17 5.182086999999999749e-18
4.150308755000000019e+03 6.991794999999999704e-17 5.150603000000000233e-18
4.151599130999999943e+03 6.984967000000000128e-17 5.356706999999999826e-18
4.152889521000000059e+03 7.096448000000000529e-17 5.348636000000000326e-18
4.154179925999999796e+03 6.750354000000000343e-17 5.620405999999999921e-18
4.155470346000000063e+03 5.890094999999999472e-17 4.440393000000000220e-18
4.156760779999999613e+03 6.537417000000000379e-17 4.730571999999999884e-18
4.158051228999999694e+03 6.488549000000000371e-17 4.951670999999999912e-18
4.159341691999999966e+03 7.698779999999999644e-17 5.420966000000000310e-18
4.160632169999999860e+03 6.131629000000000578e-17 5.113679999999999740e-18
4.161922663000000284e+03 6.479922000000000517e-17 4.945521999999999653e-18
4.163213171000000330e+03 6.617047000000000009e-17 5.305777000000000360e-18
4.164503692999999657e+03 5.629585000000000540e-17 4.592053000000000228e-18
4.165794230000000425e+03 6.180406999999999534e-17 5.172413000000000120e-18
4.167084780999999566e+03 7.166532000000000594e-17 5.326457999999999827e-18
4.168375347000000147e+03 6.342174999999999612e-17 4.980731999999999791e-18
4.169665928000000349e+03 4.913562000000000171e-17 4.342700000000000011e-18
4.170956524000000172e+03 5.938418000000000228e-17 4.980496999999999730e-18
4.172247134000000187e+03 5.976484000000000007e-17 4.995749000000000271e-18
4.173537758999999824e+03 7.483463000000000468e-17 5.418413000000000197e-18
4.174828397999999652e+03 7.081959999999999562e-17 5.249183999999999879e-18
4.176119052000000011e+03 7.435466000000000183e-17 5.419355000000000234e-18
4.177409720999999990e+03 6.412882999999999498e-17 5.235685999999999706e-18
4.178700404000000162e+03 6.060123999999999972e-17 5.144883000000000082e-18
4.179991101999999955e+03 6.830223999999999903e-17 4.526426999999999958e-18
4.181281815000000279e+03 6.573265999999999949e-17 5.305334999999999666e-18
4.182572543000000223e+03 6.168683000000000135e-17 4.760101000000000091e-18
4.183863285000000360e+03 6.903112000000000497e-17 4.353654999999999811e-18
4.185154040999999779e+03 6.511521999999999640e-17 4.930271999999999676e-18
4.186444813000000067e+03 6.918391999999999386e-17 5.382671000000000161e-18
4.187735598999999638e+03 5.631595999999999628e-17 4.637495999999999810e-18
4.189026399000000310e+03 6.450932999999999692e-17 4.608534999999999645e-18
4.190317215000000033e+03 6.970816000000000117e-17 4.709571000000000252e-18
4.191608044999999947e+03 7.643591999999999811e-17 5.467382999999999714e-18
4.192898889000000054e+03 7.142046000000000091e-17 5.228131000000000211e-18
4.194189749000000120e+03 6.943653999999999460e-17 5.527938999999999903e-18
4.195480623000000378e+03 6.839486999999999882e-17 5.018089000000000262e-18
4.196771510999999919e+03 5.855167000000000485e-17 4.819052999999999868e-18
4.198062413999999990e+03 7.270411000000000255e-17 5.334969999999999739e-18
4.199353331999999682e+03 6.563551999999999817e-17 4.805590999999999839e-18
4.200644264999999905e+03 6.098258999999999653e-17 4.427070000000000125e-18
4.201935212000000320e+03 5.745856999999999947e-17 4.793455000000000352e-18
4.203226174000000356e+03 7.148502999999999902e-17 5.229223999999999717e-18
4.204517151000000013e+03 6.612946000000000033e-17 4.972013000000000015e-18
4.205808141999999862e+03 6.963557000000000486e-17 5.302915999999999617e-18
4.207099148000000241e+03 5.845528000000000409e-17 4.614158999999999670e-18
4.208390167999999903e+03 7.042441999999999893e-17 5.128132999999999767e-18
4.209681203000000096e+03 6.866199000000000206e-17 4.934424000000000330e-18
4.210972252999999910e+03 5.632435000000000182e-17 5.222188000000000304e-18
4.212263316999999915e+03 6.885610999999999653e-17 4.974517000000000168e-18
4.213554396999999881e+03 6.982723999999999669e-17 5.213897999999999865e-18
4.214845489999999700e+03 5.879357999999999866e-17 4.892048000000000302e-18
4.216136599000000388e+03 6.105082999999999949e-17 4.802369999999999969e-18
4.217427722000000358e+03 5.860969999999999714e-17 4.511317000000000198e-18
4.218718859999999950e+03 5.508332999999999793e-17 4.398773999999999640e-18
4.220010011999999733e+03 5.900977000000000090e-17 4.810667000000000073e-18
4.221301179000000047e+03 6.844337000000000592e-17 4.890140999999999901e-18
4.222592360999999983e+03 6.008619000000000183e-17 4.801285999999999922e-18
4.223883557000000110e+03 5.203741999999999963e-17 4.643913000000000197e-18
4.225174767999999858e+03 5.981024999999999650e-17 4.802316999999999651e-18
4.226465994000000137e+03 5.516878000000000235e-17 4.767893000000000211e-18
4.227757233999999698e+03 6.307013999999999434e-17 5.037922000000000024e-18
4.229048488999999790e+03 6.012983999999999466e-17 4.698064999999999815e-18
4.230339758000000074e+03 6.576654000000000104e-17 5.038587999999999986e-18
4.231631043000000318e+03 6.695598000000000385e-17 5.267084000000000377e-18
4.232922341000000415e+03 6.425906000000000449e-17 5.031944000000000255e-18
4.234213654999999562e+03 5.805375000000000434e-17 4.650127999999999821e-18
4.235504982999999811e+03 6.294508000000000311e-17 4.682382000000000142e-18
4.236796325999999681e+03 7.114126000000000320e-17 5.153021000000000000e-18
4.238087684000000081e+03 6.248382999999999487e-17 4.417195000000000014e-18
4.239379055999999764e+03 6.405502999999999465e-17 4.434668999999999710e-18
4.240670441999999639e+03 6.532640999999999905e-17 5.105159999999999881e-18
4.241961844000000383e+03 6.261605000000000356e-17 4.453651999999999974e-18
4.243253260000000409e+03 5.689464000000000127e-17 4.580264000000000051e-18
4.244544691000000057e+03 6.227750000000000469e-17 4.645903000000000138e-18
4.245836135999999897e+03 5.951965000000000515e-17 4.513472999999999988e-18
4.247127596000000267e+03 6.733309999999999804e-17 4.924926999999999802e-18
4.248419071000000258e+03 8.052691000000000071e-17 5.373067999999999766e-18
4.249710560000000442e+03 6.920140000000000219e-17 5.097507999999999978e-18
4.251002064000000246e+03 6.517453000000000475e-17 4.611772000000000177e-18
4.252293582999999671e+03 6.562974000000000343e-17 4.535923000000000204e-18
4.253585116000000198e+03 6.659033000000000303e-17 5.009148999999999753e-18
4.254876664000000346e+03 6.469705999999999554e-17 4.890702999999999791e-18
4.256168227000000115e+03 6.932416000000000075e-17 4.966175999999999974e-18
4.257459804000000076e+03 7.181929000000000606e-17 5.230280999999999849e-18
4.258751395999999659e+03 6.943456000000000596e-17 4.977021000000000320e-18
4.260043002000000342e+03 6.138300000000000071e-17 4.362417999999999678e-18
4.261334624000000076e+03 6.191090000000000234e-17 5.001413000000000028e-18
4.262626258999999664e+03 6.107759999999999924e-17 4.552740000000000166e-18
4.263917910000000120e+03 5.691539999999999838e-17 4.585099000000000072e-18
4.265209574999999859e+03 6.262892000000000371e-17 4.787399000000000144e-18
4.266501255000000128e+03 5.636455999999999770e-17 4.624925000000000064e-18
4.267792948999999680e+03 6.889502000000000459e-17 5.018286000000000385e-18
4.269084657999999763e+03 6.597969999999999413e-17 5.184967999999999973e-18
4.270376382000000376e+03 6.187455000000000176e-17 4.540867999999999680e-18
4.271668120000000272e+03 6.856323999999999479e-17 5.145160999999999951e-18
4.272959872999999789e+03 6.101575000000000445e-17 4.519616000000000095e-18
4.274251640999999836e+03 5.725763000000000030e-17 4.647031999999999787e-18
4.275543423000000075e+03 6.657905999999999831e-17 4.565926999999999632e-18
4.276835219999999936e+03 5.363271000000000094e-17 4.780661000000000080e-18
4.278127032000000327e+03 5.876134999999999587e-17 4.538419999999999922e-18
4.279418858000000000e+03 6.056595000000000551e-17 4.524361000000000142e-18
4.280710699000000204e+03 7.266051999999999892e-17 5.068016000000000197e-18
4.282002555000000029e+03 6.222589000000000285e-17 4.825552999999999794e-18
4.283294425000000047e+03 6.785207000000000507e-17 4.387848999999999831e-18
4.284586309999999685e+03 7.511272000000000502e-17 5.059888000000000019e-18
4.285878209000000425e+03 5.833554000000000414e-17 3.966352999999999775e-18
4.287170122999999876e+03 4.947259999999999974e-17 4.406516999999999800e-18
4.288462051999999858e+03 6.484276000000000548e-17 4.992090000000000066e-18
4.289753995000000032e+03 5.990258000000000100e-17 4.963294999999999751e-18
4.291045952999999827e+03 6.391248999999999510e-17 4.620077000000000226e-18
4.292337926000000152e+03 5.653795000000000198e-17 4.539668000000000025e-18
4.293629912999999760e+03 7.550970999999999632e-17 5.093526999999999814e-18
4.294921914999999899e+03 6.084348999999999394e-17 4.173757000000000278e-18
4.296213931999999659e+03 6.253419999999999810e-17 4.466503999999999664e-18
4.297505962999999610e+03 5.758743999999999500e-17 4.807290000000000094e-18
4.298798009000000093e+03 5.497182000000000152e-17 4.627252999999999856e-18
4.300090070000000196e+03 6.445780000000000533e-17 4.569082999999999648e-18
4.301382144999999582e+03 4.363507999999999723e-17 4.514771999999999846e-18
4.302674235000000408e+03 6.315438000000000091e-17 5.208060999999999824e-18
4.303966338999999607e+03 6.494198000000000209e-17 5.113927000000000106e-18
4.305258458999999675e+03 5.831758999999999415e-17 4.631507000000000018e-18
4.306550591999999597e+03 7.088160000000000038e-17 4.623432999999999671e-18
