# DICHROIC = D55
# HA = +00:42:04.9
# ANGLE = 27 deg  17 min
# OBSERVER = jan van roestel
# OBSLST = 04:21:01.5
# OBJECT = ZTFJ19acblzux
# CASSPA = 15.00
# PARALLAC = 13.84
# HOURANG = W00:42:04.9
# CCDTEMP = 161.64
# LAMPS = 0000000
# RA = 03:37:57.91
# GRATING = 600/4000
# APERTURE = 1.0
# TELFOCUS = 43.57 mm
# AIRMASS = 1.296
# DEC = -04:59:31.6
# UTSHUT = 2019-10-01T11:28:50.525
# EXPTIME = 2400
lambda_AA flux
9852.275 6.5523e-17
9853.800 6.9807e-17
9855.325 6.7775e-17
9856.850 6.6386e-17
9858.375 6.7603e-17
9859.900 6.9616e-17
9861.425 6.726e-17
9862.950 6.7357e-17
9864.475 7.0308e-17
9866.000 7.1112e-17
9867.525 8.7381e-17
9869.050 9.7987e-17
9870.575 7.9666e-17
9872.100 6.7571e-17
9873.625 5.7102e-17
9875.150 5.5753e-17
9876.675 5.592e-17
9878.200 6.0134e-17
9879.725 5.8946e-17
9881.250 6.1435e-17
9882.775 6.3587e-17
9884.300 6.4691e-17
9885.825 6.5701e-17
9887.350 6.6966e-17
9888.875 6.7864e-17
9890.400 6.2717e-17
9891.925 6.0375e-17
9893.450 6.8457e-17
9894.975 6.6694e-17
9896.500 5.8409e-17
9898.025 6.4185e-17
9899.550 6.462e-17
9901.075 6.6823e-17
9902.600 6.3458e-17
9904.125 5.7034e-17
9905.650 5.9903e-17
9907.175 6.1005e-17
9908.700 6.4662e-17
9910.225 7.9632e-17
9911.750 8.4104e-17
9913.275 6.9762e-17
9914.800 6.9692e-17
9916.325 5.0065e-17
9917.850 5.2754e-17
9919.375 6.1532e-17
9920.900 6.2178e-17
9922.425 6.4961e-17
9923.950 6.3477e-17
9925.475 6.024e-17
9927.000 5.7163e-17
9928.525 5.6996e-17
9930.050 6.3544e-17
9931.575 6.3349e-17
9933.100 5.8532e-17
9934.625 6.434e-17
9936.150 6.7532e-17
9937.675 8.5256e-17
9939.200 7.6747e-17
9940.725 6.118e-17
9942.250 7.2437e-17
9943.775 8.5656e-17
9945.300 6.3094e-17
9946.825 5.5148e-17
9948.350 6.3444e-17
9949.875 6.5278e-17
9951.400 6.8923e-17
9952.925 7.6392e-17
9954.450 7.0739e-17
9955.975 5.9524e-17
9957.500 6.4352e-17
9959.025 7.9778e-17
9960.550 8.0633e-17
9962.075 6.8004e-17
9963.600 6.1925e-17
9965.125 5.8097e-17
9966.650 5.8196e-17
9968.175 7.1018e-17
9969.700 7.1549e-17
9971.225 6.0924e-17
9972.750 5.8412e-17
9974.275 5.779e-17
9975.800 6.2775e-17
9977.325 5.8409e-17
9978.850 5.2222e-17
9980.375 5.8648e-17
9981.900 5.9113e-17
9983.425 6.1143e-17
9984.950 6.807e-17
9986.475 7.2018e-17
9988.000 6.07e-17
9989.525 5.9372e-17
9991.050 5.9386e-17
9992.575 6.0021e-17
9994.100 5.8288e-17
9995.625 6.1208e-17
9997.150 6.8891e-17
9998.675 6.5081e-17
10000.200 5.5867e-17
10001.725 5.5253e-17
10003.250 4.9982e-17
10004.775 4.9917e-17
10006.300 4.3527e-17
10007.825 5.2138e-17
10009.350 6.6723e-17
10010.875 7.1808e-17
10012.400 8.5451e-17
10013.925 7.9046e-17
10015.450 4.4474e-17
10016.975 2.9974e-17
10018.500 4.3228e-17
10020.025 5.9596e-17
10021.550 7.4051e-17
10023.075 6.1724e-17
10024.600 5.0932e-17
10026.125 5.3465e-17
10027.650 5.6342e-17
10029.175 5.5766e-17
10030.700 5.7825e-17
10032.225 5.9846e-17
10033.750 5.6851e-17
10035.275 5.5736e-17
10036.800 5.3858e-17
10038.325 5.8465e-17
10039.850 5.6133e-17
10041.375 6.4548e-17
10042.900 7.4478e-17
10044.425 5.4365e-17
10045.950 4.4703e-17
10047.475 4.7985e-17
10049.000 5.0465e-17
10050.525 5.0221e-17
10052.050 4.976e-17
10053.575 5.35e-17
10055.100 4.8564e-17
10056.625 5.0854e-17
10058.150 5.7303e-17
10059.675 5.742e-17
10061.200 3.592e-17
10062.725 3.8832e-17
10064.250 5.4183e-17
10065.775 4.9221e-17
10067.300 4.8825e-17
10068.825 5.865e-17
10070.350 5.8818e-17
10071.875 4.9491e-17
10073.400 4.9648e-17
10074.925 4.9698e-17
10076.450 5.021e-17
10077.975 6.3936e-17
10079.500 7.6408e-17
10081.025 6.5833e-17
10082.550 5.0342e-17
10084.075 4.3306e-17
10085.600 4.023e-17
10087.125 3.7784e-17
10088.650 4.445e-17
10090.175 5.3099e-17
10091.700 5.4923e-17
10093.225 5.3528e-17
10094.750 5.2666e-17
10096.275 5.1471e-17
10097.800 5.0888e-17
10099.325 6.6338e-17
10100.850 6.8524e-17
10102.375 6.4163e-17
10103.900 6.7407e-17
10105.425 4.9007e-17
10106.950 4.309e-17
10108.475 4.897e-17
10110.000 5.1721e-17
10111.525 4.8759e-17
10113.050 4.5387e-17
10114.575 3.8749e-17
10116.100 4.1905e-17
10117.625 3.6533e-17
10119.150 3.0427e-17
10120.675 4.1726e-17
10122.200 6.4559e-17
10123.725 7.1398e-17
10125.250 5.2917e-17
10126.775 4.2143e-17
10128.300 4.7068e-17
10129.825 5.1304e-17
10131.350 3.8837e-17
10132.875 4.5483e-17
10134.400 4.0629e-17
10135.925 3.4037e-17
10137.450 3.7091e-17
10138.975 3.8069e-17
10140.500 4.6928e-17
10142.025 4.294e-17
10143.550 3.5778e-17
10145.075 4.5878e-17
10146.600 5.3188e-17
10148.125 4.0348e-17
10149.650 5.1095e-17
10151.175 5.114e-17
10152.700 4.7469e-17
10154.225 4.8332e-17
10155.750 6.0368e-17
10157.275 6.3708e-17
10158.800 5.329e-17
10160.325 3.0084e-17
10161.850 3.0306e-17
10163.375 4.0923e-17
10164.900 5.0653e-17
10166.425 5.2349e-17
10167.950 6.135e-17
10169.475 8.2262e-17
10171.000 6.029e-17
10172.525 4.3087e-17
10174.050 4.2332e-17
10175.575 4.6687e-17
10177.100 5.0665e-17
10178.625 4.4538e-17
10180.150 2.3803e-17
10181.675 3.9157e-17
10183.200 4.4985e-17
10184.725 4.2465e-17
10186.250 4.3055e-17
10187.775 3.7971e-17
10189.300 3.7983e-17
10190.825 3.9272e-17
10192.350 3.0787e-17
10193.875 3.725e-17
10195.400 4.3997e-17
10196.925 3.9557e-17
10198.450 4.8989e-17
10199.975 6.6653e-17
10201.500 5.7859e-17
10203.025 5.0995e-17
10204.550 4.9291e-17
10206.075 3.8145e-17
10207.600 3.4926e-17
10209.125 4.7004e-17
10210.650 6.3346e-17
10212.175 6.8057e-17
10213.700 5.2125e-17
10215.225 3.1162e-17
10216.750 4.1797e-17
10218.275 5.6522e-17
10219.800 6.0197e-17
10221.325 5.0319e-17
10222.850 3.8608e-17
10224.375 5.2445e-17
10225.900 5.5404e-17
10227.425 3.6856e-17
10228.950 3.4871e-17
10230.475 5.8885e-17
10232.000 6.0978e-17
10233.525 6.1893e-17
10235.050 4.8848e-17
10236.575 4.9573e-17
10238.100 4.4931e-17
10239.625 3.7345e-17
10241.150 4.5884e-17
10242.675 5.256e-17
10244.200 4.839e-17
10245.725 4.8105e-17
10247.250 5.2198e-17
10248.775 4.3616e-17
10250.300 3.3088e-17
10251.825 4.671e-17
10253.350 6.1081e-17
10254.875 5.5076e-17
10256.400 5.3364e-17
10257.925 4.6356e-17
10259.450 3.7704e-17
10260.975 4.2224e-17
10262.500 4.4669e-17
10264.025 3.6753e-17
10265.550 3.0451e-17
10267.075 5.3044e-17
10268.600 5.3831e-17
10270.125 5.0181e-17
10271.650 4.1118e-17
10273.175 4.4847e-17
10274.700 4.157e-17
10276.225 4.6434e-17
10277.750 5.1511e-17
10279.275 4.5385e-17
10280.800 4.9048e-17
10282.325 7.1446e-17
10283.850 6.8219e-17
10285.375 9.1204e-18
10286.900 2.8939e-17
10288.425 6.9008e-17
10289.950 5.4089e-17
10291.475 3.6776e-17
10293.000 3.5619e-17
10294.525 2.4875e-17
10296.050 -6.8976e-18
10297.575 3.4742e-17
10299.100 5.4624e-17
10300.625 3.2731e-17
10302.150 2.5204e-17
10303.675 3.3655e-17
10305.200 4.7532e-17
10306.725 6.2415e-17
10308.250 5.2097e-17
10309.775 2.6144e-17
10311.300 2.0245e-17
10312.825 1.5632e-17
10314.350 3.62e-17
10315.875 5.4251e-17
10317.400 5.0154e-17
10318.925 5.5233e-17
10320.450 5.3177e-17
10321.975 4.7404e-17
10323.500 3.9364e-17
10325.025 3.7113e-17
10326.550 3.7879e-17
10328.075 2.5052e-17
10329.600 2.668e-17
10331.125 3.5646e-17
10332.650 3.2608e-17
10334.175 3.2928e-17
10335.700 3.4467e-17
10337.225 3.1847e-17
10338.750 4.1996e-17
10340.275 4.313e-17
10341.800 1.2023e-17
10343.325 9.9228e-18
10344.850 4.1102e-17
10346.375 6.174e-17
10347.900 4.6449e-17
10349.425 2.6123e-17
10350.950 4.1258e-17
10352.475 4.2748e-17
10354.000 4.4159e-17
10355.525 3.9226e-17
10357.050 1.4582e-17
10358.575 1.3562e-17
10360.100 5.236e-17
10361.625 5.4465e-17
10363.150 5.4745e-17
10364.675 5.6951e-17
10366.200 5.1686e-17
10367.725 5.2851e-17
10369.250 3.7664e-17
10370.775 4.4434e-18
10372.300 3.5956e-18
10373.825 2.9969e-17
10375.350 4.5273e-17
10376.875 4.8212e-17
10378.400 2.3814e-17
10379.925 2.6886e-17
10381.450 4.2063e-17
10382.975 2.7134e-17
10384.500 4.8377e-17
10386.025 5.7834e-17
10387.550 3.7575e-17
10389.075 1.8947e-17
10390.600 3.8951e-17
10392.125 3.9066e-17
10393.650 2.4617e-17
10395.175 4.5576e-17
10396.700 4.977e-17
10398.225 2.7239e-17
10399.750 3.8473e-18
10401.275 3.8093e-18
10402.800 1.0866e-17
10404.325 2.3179e-17
10405.850 3.5655e-17
10407.375 3.4507e-17
10408.900 3.4121e-17
10410.425 2.6776e-17
10411.950 4.1684e-17
10413.475 3.391e-17
10415.000 3.5246e-17
10416.525 4.0472e-17
10418.050 2.5929e-17
10419.575 2.0144e-17
10421.100 4.7204e-17
10422.625 3.6138e-17
10424.150 1.7418e-17
10425.675 2.9787e-17
10427.200 3.5318e-17
10428.725 3.1513e-17
10430.250 3.5181e-17
10431.775 4.047e-17
10433.300 2.3748e-17
10434.825 1.8943e-17
10436.350 1.8272e-17
10437.875 2.7919e-17
10439.400 3.6624e-17
10440.925 2.5617e-17
10442.450 2.826e-17
10443.975 2.1583e-17
10445.500 2.4359e-17
10447.025 4.4429e-17
10448.550 3.4916e-17
10450.075 1.7325e-17
10451.600 1.6849e-17
10453.125 6.0179e-18
10454.650 -1.6593e-18
10456.175 1.5012e-17
10457.700 2.9416e-17
10459.225 2.5986e-17
10460.750 1.0654e-17
10462.275 1.1796e-17
10463.800 2.0986e-17
10465.325 3.1961e-17
10466.850 3.1032e-17
10468.375 2.1251e-17
10469.900 2.5763e-17
10471.425 3.0662e-17
10472.950 2.7554e-17
10474.475 2.4732e-17
10476.000 1.1337e-17
10477.525 1.1887e-18
10479.050 1.2808e-17
10480.575 1.6958e-17
10482.100 2.2598e-17
10483.625 3.5783e-17
10485.150 2.4023e-17
10486.675 1.2543e-17
10488.200 1.6136e-17
10489.725 1.7886e-17
10491.250 1.9055e-17
10492.775 1.6666e-17
10494.300 1.1126e-17
10495.825 1.2276e-17
10497.350 2.1528e-17
10498.875 1.6632e-17
10500.400 1.0895e-17
